request_date,year,month,day_of_week,day_of_month,week_of_year,season,medicine_name,medicine_category,quantity_requested,days_since_last_request
2025-02-11,2025,2,1,11,7,Dry,Salbutamol Nebule,Respiratory,125,11
2025-02-23,2025,2,6,23,8,Dry,Salbutamol Nebule,Respiratory,115,11
2025-03-09,2025,3,6,9,10,Dry,Salbutamol Nebule,Respiratory,135,11
2025-03-17,2025,3,0,17,12,Dry,Salbutamol Nebule,Respiratory,111,11
2025-03-29,2025,3,5,29,13,Dry,Salbutamol Nebule,Respiratory,124,11
2025-04-10,2025,4,3,10,15,Dry,Salbutamol Nebule,Respiratory,120,11
2025-04-21,2025,4,0,21,17,Dry,Salbutamol Nebule,Respiratory,118,11
2025-05-04,2025,5,6,4,18,Dry,Salbutamol Nebule,Respiratory,115,11
2025-05-12,2025,5,0,12,20,Dry,Salbutamol Nebule,Respiratory,110,11
2025-05-25,2025,5,6,25,21,Dry,Salbutamol Nebule,Respiratory,133,11
2025-06-04,2025,6,2,4,23,Wet,Salbutamol Nebule,Respiratory,136,11
2025-06-13,2025,6,4,13,24,Wet,Salbutamol Nebule,Respiratory,141,11
2025-06-21,2025,6,5,21,25,Wet,Salbutamol Nebule,Respiratory,144,11
2025-06-30,2025,6,0,30,27,Wet,Salbutamol Nebule,Respiratory,142,11
2025-07-12,2025,7,5,12,28,Wet,Salbutamol Nebule,Respiratory,159,11
2025-07-23,2025,7,2,23,30,Wet,Salbutamol Nebule,Respiratory,147,11
2025-08-04,2025,8,0,4,32,Wet,Salbutamol Nebule,Respiratory,143,11
2025-08-16,2025,8,5,16,33,Wet,Salbutamol Nebule,Respiratory,153,11
2025-08-29,2025,8,4,29,35,Wet,Salbutamol Nebule,Respiratory,156,11
2025-09-11,2025,9,3,11,37,Wet,Salbutamol Nebule,Respiratory,131,11
2025-09-21,2025,9,6,21,38,Wet,Salbutamol Nebule,Respiratory,154,11
2025-10-05,2025,10,6,5,40,Wet,Salbutamol Nebule,Respiratory,157,11
2025-10-19,2025,10,6,19,42,Wet,Salbutamol Nebule,Respiratory,154,11
2025-10-31,2025,10,4,31,44,Wet,Salbutamol Nebule,Respiratory,146,11
2025-11-10,2025,11,0,10,46,Wet,Salbutamol Nebule,Respiratory,153,11
2025-11-19,2025,11,2,19,47,Wet,Salbutamol Nebule,Respiratory,144,11
2025-11-27,2025,11,3,27,48,Wet,Salbutamol Nebule,Respiratory,150,11
2025-12-10,2025,12,2,10,50,Dry,Salbutamol Nebule,Respiratory,115,11
2025-12-22,2025,12,0,22,52,Dry,Salbutamol Nebule,Respiratory,123,11
2026-01-01,2026,1,3,1,1,Dry,Salbutamol Nebule,Respiratory,126,11
2026-01-10,2026,1,5,10,2,Dry,Salbutamol Nebule,Respiratory,121,11
2026-01-24,2026,1,5,24,4,Dry,Salbutamol Nebule,Respiratory,122,11
2026-02-04,2026,2,2,4,6,Dry,Salbutamol Nebule,Respiratory,118,11
2026-02-13,2026,2,4,13,7,Dry,Salbutamol Nebule,Respiratory,123,11
2026-02-24,2026,2,1,24,9,Dry,Salbutamol Nebule,Respiratory,118,11
2026-03-09,2026,3,0,9,11,Dry,Salbutamol Nebule,Respiratory,120,11
2026-03-22,2026,3,6,22,12,Dry,Salbutamol Nebule,Respiratory,134,11
2026-03-30,2026,3,0,30,14,Dry,Salbutamol Nebule,Respiratory,112,11
2026-04-08,2026,4,2,8,15,Dry,Salbutamol Nebule,Respiratory,127,11
2026-04-18,2026,4,5,18,16,Dry,Salbutamol Nebule,Respiratory,95,11
2026-04-27,2026,4,0,27,18,Dry,Salbutamol Nebule,Respiratory,101,11
2026-05-08,2026,5,4,8,19,Dry,Salbutamol Nebule,Respiratory,110,11
2026-05-18,2026,5,0,18,21,Dry,Salbutamol Nebule,Respiratory,109,11
2026-06-01,2026,6,0,1,23,Wet,Salbutamol Nebule,Respiratory,143,11
2026-06-13,2026,6,5,13,24,Wet,Salbutamol Nebule,Respiratory,166,11
2026-06-24,2026,6,2,24,26,Wet,Salbutamol Nebule,Respiratory,137,11
2026-07-03,2026,7,4,3,27,Wet,Salbutamol Nebule,Respiratory,164,11
2026-07-14,2026,7,1,14,29,Wet,Salbutamol Nebule,Respiratory,123,11
2026-07-25,2026,7,5,25,30,Wet,Salbutamol Nebule,Respiratory,134,11
2026-08-07,2026,8,4,7,32,Wet,Salbutamol Nebule,Respiratory,144,11
2021-08-16,2021,8,0,16,33,Wet,Multivitamins,Vitamins,57,14
2021-09-01,2021,9,2,1,35,Wet,Multivitamins,Vitamins,56,14
2021-09-17,2021,9,4,17,37,Wet,Multivitamins,Vitamins,55,14
2021-09-30,2021,9,3,30,39,Wet,Multivitamins,Vitamins,58,14
2021-10-17,2021,10,6,17,41,Wet,Multivitamins,Vitamins,45,14
2021-10-29,2021,10,4,29,43,Wet,Multivitamins,Vitamins,44,14
2021-11-14,2021,11,6,14,45,Wet,Multivitamins,Vitamins,54,14
2021-11-27,2021,11,5,27,47,Wet,Multivitamins,Vitamins,42,14
2021-12-14,2021,12,1,14,50,Dry,Multivitamins,Vitamins,59,14
2021-12-27,2021,12,0,27,52,Dry,Multivitamins,Vitamins,49,14
2022-01-07,2022,1,4,7,1,Dry,Multivitamins,Vitamins,49,14
2022-01-20,2022,1,3,20,3,Dry,Multivitamins,Vitamins,52,14
2022-02-01,2022,2,1,1,5,Dry,Multivitamins,Vitamins,40,14
2022-02-14,2022,2,0,14,7,Dry,Multivitamins,Vitamins,55,14
2022-03-01,2022,3,1,1,9,Dry,Multivitamins,Vitamins,59,14
2022-03-17,2022,3,3,17,11,Dry,Multivitamins,Vitamins,50,14
2022-03-29,2022,3,1,29,13,Dry,Multivitamins,Vitamins,58,14
2022-04-12,2022,4,1,12,15,Dry,Multivitamins,Vitamins,50,14
2022-04-25,2022,4,0,25,17,Dry,Multivitamins,Vitamins,40,14
2022-05-09,2022,5,0,9,19,Dry,Multivitamins,Vitamins,41,14
2022-05-22,2022,5,6,22,20,Dry,Multivitamins,Vitamins,42,14
2022-06-07,2022,6,1,7,23,Wet,Multivitamins,Vitamins,51,14
2022-06-24,2022,6,4,24,25,Wet,Multivitamins,Vitamins,50,14
2022-07-10,2022,7,6,10,27,Wet,Multivitamins,Vitamins,44,14
2022-07-23,2022,7,5,23,29,Wet,Multivitamins,Vitamins,46,14
2022-08-07,2022,8,6,7,31,Wet,Multivitamins,Vitamins,56,14
2022-08-18,2022,8,3,18,33,Wet,Multivitamins,Vitamins,49,14
2022-09-04,2022,9,6,4,35,Wet,Multivitamins,Vitamins,44,14
2022-09-21,2022,9,2,21,38,Wet,Multivitamins,Vitamins,51,14
2022-10-05,2022,10,2,5,40,Wet,Multivitamins,Vitamins,55,14
2022-10-16,2022,10,6,16,41,Wet,Multivitamins,Vitamins,50,14
2022-10-28,2022,10,4,28,43,Wet,Multivitamins,Vitamins,64,14
2022-11-10,2022,11,3,10,45,Wet,Multivitamins,Vitamins,48,14
2022-11-21,2022,11,0,21,47,Wet,Multivitamins,Vitamins,53,14
2022-12-07,2022,12,2,7,49,Dry,Multivitamins,Vitamins,48,14
2022-12-24,2022,12,5,24,51,Dry,Multivitamins,Vitamins,63,14
2023-01-09,2023,1,0,9,2,Dry,Multivitamins,Vitamins,57,14
2023-01-24,2023,1,1,24,4,Dry,Multivitamins,Vitamins,55,14
2023-02-04,2023,2,5,4,5,Dry,Multivitamins,Vitamins,49,14
2023-02-15,2023,2,2,15,7,Dry,Multivitamins,Vitamins,48,14
2023-03-02,2023,3,3,2,9,Dry,Multivitamins,Vitamins,33,14
2023-03-13,2023,3,0,13,11,Dry,Multivitamins,Vitamins,55,14
2023-03-30,2023,3,3,30,13,Dry,Multivitamins,Vitamins,48,14
2023-04-10,2023,4,0,10,15,Dry,Multivitamins,Vitamins,51,14
2023-04-26,2023,4,2,26,17,Dry,Multivitamins,Vitamins,53,14
2023-05-08,2023,5,0,8,19,Dry,Multivitamins,Vitamins,47,14
2023-05-21,2023,5,6,21,20,Dry,Multivitamins,Vitamins,52,14
2023-06-02,2023,6,4,2,22,Wet,Multivitamins,Vitamins,53,14
2023-06-19,2023,6,0,19,25,Wet,Multivitamins,Vitamins,62,14
2023-07-05,2023,7,2,5,27,Wet,Multivitamins,Vitamins,50,14
2023-07-18,2023,7,1,18,29,Wet,Multivitamins,Vitamins,47,14
2023-08-02,2023,8,2,2,31,Wet,Multivitamins,Vitamins,62,14
2023-08-13,2023,8,6,13,32,Wet,Multivitamins,Vitamins,52,14
2023-08-27,2023,8,6,27,34,Wet,Multivitamins,Vitamins,59,14
2023-09-08,2023,9,4,8,36,Wet,Multivitamins,Vitamins,61,14
2023-09-23,2023,9,5,23,38,Wet,Multivitamins,Vitamins,53,14
2023-10-09,2023,10,0,9,41,Wet,Multivitamins,Vitamins,56,14
2023-10-25,2023,10,2,25,43,Wet,Multivitamins,Vitamins,37,14
2023-11-05,2023,11,6,5,44,Wet,Multivitamins,Vitamins,63,14
2023-11-21,2023,11,1,21,47,Wet,Multivitamins,Vitamins,35,14
2023-12-05,2023,12,1,5,49,Dry,Multivitamins,Vitamins,44,14
2023-12-20,2023,12,2,20,51,Dry,Multivitamins,Vitamins,48,14
2024-01-01,2024,1,0,1,1,Dry,Multivitamins,Vitamins,60,14
2024-01-13,2024,1,5,13,2,Dry,Multivitamins,Vitamins,42,14
2024-01-26,2024,1,4,26,4,Dry,Multivitamins,Vitamins,55,14
2024-02-12,2024,2,0,12,7,Dry,Multivitamins,Vitamins,48,14
2024-02-26,2024,2,0,26,9,Dry,Multivitamins,Vitamins,47,14
2024-03-14,2024,3,3,14,11,Dry,Multivitamins,Vitamins,46,14
2024-03-28,2024,3,3,28,13,Dry,Multivitamins,Vitamins,45,14
2024-04-08,2024,4,0,8,15,Dry,Multivitamins,Vitamins,48,14
2024-04-21,2024,4,6,21,16,Dry,Multivitamins,Vitamins,46,14
2024-05-02,2024,5,3,2,18,Dry,Multivitamins,Vitamins,57,14
2024-05-17,2024,5,4,17,20,Dry,Multivitamins,Vitamins,50,14
2024-06-03,2024,6,0,3,23,Wet,Multivitamins,Vitamins,65,14
2024-06-20,2024,6,3,20,25,Wet,Multivitamins,Vitamins,48,14
2024-07-01,2024,7,0,1,27,Wet,Multivitamins,Vitamins,47,14
2024-07-14,2024,7,6,14,28,Wet,Multivitamins,Vitamins,46,14
2024-07-28,2024,7,6,28,30,Wet,Multivitamins,Vitamins,51,14
2024-08-10,2024,8,5,10,32,Wet,Multivitamins,Vitamins,50,14
2024-08-23,2024,8,4,23,34,Wet,Multivitamins,Vitamins,47,14
2024-09-06,2024,9,4,6,36,Wet,Multivitamins,Vitamins,56,14
2024-09-21,2024,9,5,21,38,Wet,Multivitamins,Vitamins,37,14
2024-10-04,2024,10,4,4,40,Wet,Multivitamins,Vitamins,36,14
2024-10-15,2024,10,1,15,42,Wet,Multivitamins,Vitamins,53,14
2024-10-28,2024,10,0,28,44,Wet,Multivitamins,Vitamins,50,14
2024-11-09,2024,11,5,9,45,Wet,Multivitamins,Vitamins,56,14
2024-11-24,2024,11,6,24,47,Wet,Multivitamins,Vitamins,43,14
2024-12-10,2024,12,1,10,50,Dry,Multivitamins,Vitamins,48,14
2024-12-27,2024,12,4,27,52,Dry,Multivitamins,Vitamins,39,14
2025-01-07,2025,1,1,7,2,Dry,Multivitamins,Vitamins,48,14
2025-01-24,2025,1,4,24,4,Dry,Multivitamins,Vitamins,51,14
2025-02-05,2025,2,2,5,6,Dry,Multivitamins,Vitamins,46,14
2025-02-16,2025,2,6,16,7,Dry,Multivitamins,Vitamins,37,14
2025-03-04,2025,3,1,4,10,Dry,Multivitamins,Vitamins,56,14
2025-03-16,2025,3,6,16,11,Dry,Multivitamins,Vitamins,41,14
2025-04-01,2025,4,1,1,14,Dry,Multivitamins,Vitamins,61,14
2025-04-17,2025,4,3,17,16,Dry,Multivitamins,Vitamins,47,14
2025-05-03,2025,5,5,3,18,Dry,Multivitamins,Vitamins,55,14
2025-05-20,2025,5,1,20,21,Dry,Multivitamins,Vitamins,45,14
2025-06-05,2025,6,3,5,23,Wet,Multivitamins,Vitamins,53,14
2025-06-22,2025,6,6,22,25,Wet,Multivitamins,Vitamins,50,14
2025-07-07,2025,7,0,7,28,Wet,Multivitamins,Vitamins,45,14
2025-07-20,2025,7,6,20,29,Wet,Multivitamins,Vitamins,50,14
2025-08-04,2025,8,0,4,32,Wet,Multivitamins,Vitamins,43,14
2025-08-21,2025,8,3,21,34,Wet,Multivitamins,Vitamins,51,14
2025-09-04,2025,9,3,4,36,Wet,Multivitamins,Vitamins,53,14
2025-09-18,2025,9,3,18,38,Wet,Multivitamins,Vitamins,50,14
2025-10-02,2025,10,3,2,40,Wet,Multivitamins,Vitamins,56,14
2025-10-13,2025,10,0,13,42,Wet,Multivitamins,Vitamins,48,14
2025-10-29,2025,10,2,29,44,Wet,Multivitamins,Vitamins,53,14
2025-11-15,2025,11,5,15,46,Wet,Multivitamins,Vitamins,47,14
2025-11-28,2025,11,4,28,48,Wet,Multivitamins,Vitamins,41,14
2025-12-13,2025,12,5,13,50,Dry,Multivitamins,Vitamins,54,14
2025-12-30,2025,12,1,30,1,Dry,Multivitamins,Vitamins,43,14
2026-01-13,2026,1,1,13,3,Dry,Multivitamins,Vitamins,61,14
2026-01-24,2026,1,5,24,4,Dry,Multivitamins,Vitamins,44,14
2026-02-09,2026,2,0,9,7,Dry,Multivitamins,Vitamins,50,14
2026-02-24,2026,2,1,24,9,Dry,Multivitamins,Vitamins,47,14
2026-03-12,2026,3,3,12,11,Dry,Multivitamins,Vitamins,50,14
2026-03-28,2026,3,5,28,13,Dry,Multivitamins,Vitamins,39,14
2026-04-13,2026,4,0,13,16,Dry,Multivitamins,Vitamins,44,14
2026-04-25,2026,4,5,25,17,Dry,Multivitamins,Vitamins,49,14
2026-05-09,2026,5,5,9,19,Dry,Multivitamins,Vitamins,43,14
2026-05-26,2026,5,1,26,22,Dry,Multivitamins,Vitamins,44,14
2026-06-06,2026,6,5,6,23,Wet,Multivitamins,Vitamins,53,14
2026-06-17,2026,6,2,17,25,Wet,Multivitamins,Vitamins,54,14
2026-07-03,2026,7,4,3,27,Wet,Multivitamins,Vitamins,56,14
2026-07-14,2026,7,1,14,29,Wet,Multivitamins,Vitamins,47,14
2026-07-27,2026,7,0,27,31,Wet,Multivitamins,Vitamins,48,14
2026-08-07,2026,8,4,7,32,Wet,Multivitamins,Vitamins,51,14
2021-08-15,2021,8,6,15,32,Wet,Ferrous Sulfate,Vitamins,46,8
2021-08-24,2021,8,1,24,34,Wet,Ferrous Sulfate,Vitamins,47,8
2021-09-04,2021,9,5,4,35,Wet,Ferrous Sulfate,Vitamins,51,8
2021-09-13,2021,9,0,13,37,Wet,Ferrous Sulfate,Vitamins,55,8
2021-09-19,2021,9,6,19,37,Wet,Ferrous Sulfate,Vitamins,64,8
2021-09-25,2021,9,5,25,38,Wet,Ferrous Sulfate,Vitamins,50,8
2021-09-30,2021,9,3,30,39,Wet,Ferrous Sulfate,Vitamins,57,8
2021-10-06,2021,10,2,6,40,Wet,Ferrous Sulfate,Vitamins,40,8
2021-10-15,2021,10,4,15,41,Wet,Ferrous Sulfate,Vitamins,44,8
2021-10-21,2021,10,3,21,42,Wet,Ferrous Sulfate,Vitamins,66,8
2021-10-31,2021,10,6,31,43,Wet,Ferrous Sulfate,Vitamins,46,8
2021-11-07,2021,11,6,7,44,Wet,Ferrous Sulfate,Vitamins,51,8
2021-11-13,2021,11,5,13,45,Wet,Ferrous Sulfate,Vitamins,69,8
2021-11-20,2021,11,5,20,46,Wet,Ferrous Sulfate,Vitamins,49,8
2021-11-28,2021,11,6,28,47,Wet,Ferrous Sulfate,Vitamins,50,8
2021-12-08,2021,12,2,8,49,Dry,Ferrous Sulfate,Vitamins,54,8
2021-12-15,2021,12,2,15,50,Dry,Ferrous Sulfate,Vitamins,55,8
2021-12-26,2021,12,6,26,51,Dry,Ferrous Sulfate,Vitamins,50,8
2022-01-03,2022,1,0,3,1,Dry,Ferrous Sulfate,Vitamins,52,8
2022-01-08,2022,1,5,8,1,Dry,Ferrous Sulfate,Vitamins,47,8
2022-01-16,2022,1,6,16,2,Dry,Ferrous Sulfate,Vitamins,42,8
2022-01-25,2022,1,1,25,4,Dry,Ferrous Sulfate,Vitamins,56,8
2022-02-05,2022,2,5,5,5,Dry,Ferrous Sulfate,Vitamins,46,8
2022-02-14,2022,2,0,14,7,Dry,Ferrous Sulfate,Vitamins,63,8
2022-02-23,2022,2,2,23,8,Dry,Ferrous Sulfate,Vitamins,50,8
2022-03-05,2022,3,5,5,9,Dry,Ferrous Sulfate,Vitamins,54,8
2022-03-14,2022,3,0,14,11,Dry,Ferrous Sulfate,Vitamins,60,8
2022-03-22,2022,3,1,22,12,Dry,Ferrous Sulfate,Vitamins,54,8
2022-04-02,2022,4,5,2,13,Dry,Ferrous Sulfate,Vitamins,50,8
2022-04-08,2022,4,4,8,14,Dry,Ferrous Sulfate,Vitamins,38,8
2022-04-17,2022,4,6,17,15,Dry,Ferrous Sulfate,Vitamins,50,8
2022-04-24,2022,4,6,24,16,Dry,Ferrous Sulfate,Vitamins,56,8
2022-05-04,2022,5,2,4,18,Dry,Ferrous Sulfate,Vitamins,50,8
2022-05-09,2022,5,0,9,19,Dry,Ferrous Sulfate,Vitamins,47,8
2022-05-19,2022,5,3,19,20,Dry,Ferrous Sulfate,Vitamins,63,8
2022-05-27,2022,5,4,27,21,Dry,Ferrous Sulfate,Vitamins,57,8
2022-06-02,2022,6,3,2,22,Wet,Ferrous Sulfate,Vitamins,54,8
2022-06-10,2022,6,4,10,23,Wet,Ferrous Sulfate,Vitamins,48,8
2022-06-16,2022,6,3,16,24,Wet,Ferrous Sulfate,Vitamins,52,8
2022-06-24,2022,6,4,24,25,Wet,Ferrous Sulfate,Vitamins,57,8
2022-07-03,2022,7,6,3,26,Wet,Ferrous Sulfate,Vitamins,59,8
2022-07-09,2022,7,5,9,27,Wet,Ferrous Sulfate,Vitamins,52,8
2022-07-14,2022,7,3,14,28,Wet,Ferrous Sulfate,Vitamins,53,8
2022-07-25,2022,7,0,25,30,Wet,Ferrous Sulfate,Vitamins,67,8
2022-07-30,2022,7,5,30,30,Wet,Ferrous Sulfate,Vitamins,44,8
2022-08-10,2022,8,2,10,32,Wet,Ferrous Sulfate,Vitamins,46,8
2022-08-16,2022,8,1,16,33,Wet,Ferrous Sulfate,Vitamins,55,8
2022-08-23,2022,8,1,23,34,Wet,Ferrous Sulfate,Vitamins,57,8
2022-08-31,2022,8,2,31,35,Wet,Ferrous Sulfate,Vitamins,68,8
2022-09-06,2022,9,1,6,36,Wet,Ferrous Sulfate,Vitamins,55,8
2022-09-16,2022,9,4,16,37,Wet,Ferrous Sulfate,Vitamins,44,8
2022-09-22,2022,9,3,22,38,Wet,Ferrous Sulfate,Vitamins,57,8
2022-10-01,2022,10,5,1,39,Wet,Ferrous Sulfate,Vitamins,57,8
2022-10-12,2022,10,2,12,41,Wet,Ferrous Sulfate,Vitamins,38,8
2022-10-22,2022,10,5,22,42,Wet,Ferrous Sulfate,Vitamins,43,8
2022-10-29,2022,10,5,29,43,Wet,Ferrous Sulfate,Vitamins,58,8
2022-11-04,2022,11,4,4,44,Wet,Ferrous Sulfate,Vitamins,55,8
2022-11-09,2022,11,2,9,45,Wet,Ferrous Sulfate,Vitamins,52,8
2022-11-14,2022,11,0,14,46,Wet,Ferrous Sulfate,Vitamins,48,8
2022-11-22,2022,11,1,22,47,Wet,Ferrous Sulfate,Vitamins,60,8
2022-11-30,2022,11,2,30,48,Wet,Ferrous Sulfate,Vitamins,45,8
2022-12-11,2022,12,6,11,49,Dry,Ferrous Sulfate,Vitamins,60,8
2022-12-22,2022,12,3,22,51,Dry,Ferrous Sulfate,Vitamins,64,8
2022-12-31,2022,12,5,31,52,Dry,Ferrous Sulfate,Vitamins,54,8
2023-01-10,2023,1,1,10,2,Dry,Ferrous Sulfate,Vitamins,55,8
2023-01-19,2023,1,3,19,3,Dry,Ferrous Sulfate,Vitamins,49,8
2023-01-26,2023,1,3,26,4,Dry,Ferrous Sulfate,Vitamins,41,8
2023-02-04,2023,2,5,4,5,Dry,Ferrous Sulfate,Vitamins,56,8
2023-02-15,2023,2,2,15,7,Dry,Ferrous Sulfate,Vitamins,64,8
2023-02-24,2023,2,4,24,8,Dry,Ferrous Sulfate,Vitamins,50,8
2023-03-04,2023,3,5,4,9,Dry,Ferrous Sulfate,Vitamins,66,8
2023-03-12,2023,3,6,12,10,Dry,Ferrous Sulfate,Vitamins,56,8
2023-03-20,2023,3,0,20,12,Dry,Ferrous Sulfate,Vitamins,56,8
2023-03-30,2023,3,3,30,13,Dry,Ferrous Sulfate,Vitamins,43,8
2023-04-10,2023,4,0,10,15,Dry,Ferrous Sulfate,Vitamins,49,8
2023-04-20,2023,4,3,20,16,Dry,Ferrous Sulfate,Vitamins,55,8
2023-04-30,2023,4,6,30,17,Dry,Ferrous Sulfate,Vitamins,61,8
2023-05-06,2023,5,5,6,18,Dry,Ferrous Sulfate,Vitamins,55,8
2023-05-11,2023,5,3,11,19,Dry,Ferrous Sulfate,Vitamins,51,8
2023-05-19,2023,5,4,19,20,Dry,Ferrous Sulfate,Vitamins,42,8
2023-05-30,2023,5,1,30,22,Dry,Ferrous Sulfate,Vitamins,41,8
2023-06-07,2023,6,2,7,23,Wet,Ferrous Sulfate,Vitamins,55,8
2023-06-13,2023,6,1,13,24,Wet,Ferrous Sulfate,Vitamins,53,8
2023-06-19,2023,6,0,19,25,Wet,Ferrous Sulfate,Vitamins,57,8
2023-06-28,2023,6,2,28,26,Wet,Ferrous Sulfate,Vitamins,57,8
2023-07-06,2023,7,3,6,27,Wet,Ferrous Sulfate,Vitamins,44,8
2023-07-14,2023,7,4,14,28,Wet,Ferrous Sulfate,Vitamins,55,8
2023-07-25,2023,7,1,25,30,Wet,Ferrous Sulfate,Vitamins,63,8
2023-08-04,2023,8,4,4,31,Wet,Ferrous Sulfate,Vitamins,42,8
2023-08-13,2023,8,6,13,32,Wet,Ferrous Sulfate,Vitamins,52,8
2023-08-23,2023,8,2,23,34,Wet,Ferrous Sulfate,Vitamins,47,8
2023-08-29,2023,8,1,29,35,Wet,Ferrous Sulfate,Vitamins,54,8
2023-09-09,2023,9,5,9,36,Wet,Ferrous Sulfate,Vitamins,55,8
2023-09-17,2023,9,6,17,37,Wet,Ferrous Sulfate,Vitamins,56,8
2023-09-24,2023,9,6,24,38,Wet,Ferrous Sulfate,Vitamins,55,8
2023-10-04,2023,10,2,4,40,Wet,Ferrous Sulfate,Vitamins,36,8
2023-10-11,2023,10,2,11,41,Wet,Ferrous Sulfate,Vitamins,57,8
2023-10-21,2023,10,5,21,42,Wet,Ferrous Sulfate,Vitamins,57,8
2023-10-28,2023,10,5,28,43,Wet,Ferrous Sulfate,Vitamins,61,8
2023-11-07,2023,11,1,7,45,Wet,Ferrous Sulfate,Vitamins,64,8
2023-11-18,2023,11,5,18,46,Wet,Ferrous Sulfate,Vitamins,52,8
2023-11-24,2023,11,4,24,47,Wet,Ferrous Sulfate,Vitamins,59,8
2023-12-01,2023,12,4,1,48,Dry,Ferrous Sulfate,Vitamins,65,8
2023-12-06,2023,12,2,6,49,Dry,Ferrous Sulfate,Vitamins,56,8
2023-12-17,2023,12,6,17,50,Dry,Ferrous Sulfate,Vitamins,52,8
2023-12-27,2023,12,2,27,52,Dry,Ferrous Sulfate,Vitamins,54,8
2024-01-02,2024,1,1,2,1,Dry,Ferrous Sulfate,Vitamins,51,8
2024-01-09,2024,1,1,9,2,Dry,Ferrous Sulfate,Vitamins,40,8
2024-01-16,2024,1,1,16,3,Dry,Ferrous Sulfate,Vitamins,52,8
2024-01-25,2024,1,3,25,4,Dry,Ferrous Sulfate,Vitamins,63,8
2024-01-30,2024,1,1,30,5,Dry,Ferrous Sulfate,Vitamins,51,8
2024-02-10,2024,2,5,10,6,Dry,Ferrous Sulfate,Vitamins,56,8
2024-02-16,2024,2,4,16,7,Dry,Ferrous Sulfate,Vitamins,39,8
2024-02-22,2024,2,3,22,8,Dry,Ferrous Sulfate,Vitamins,58,8
2024-02-27,2024,2,1,27,9,Dry,Ferrous Sulfate,Vitamins,44,8
2024-03-09,2024,3,5,9,10,Dry,Ferrous Sulfate,Vitamins,54,8
2024-03-16,2024,3,5,16,11,Dry,Ferrous Sulfate,Vitamins,50,8
2024-03-25,2024,3,0,25,13,Dry,Ferrous Sulfate,Vitamins,57,8
2024-04-02,2024,4,1,2,14,Dry,Ferrous Sulfate,Vitamins,46,8
2024-04-07,2024,4,6,7,14,Dry,Ferrous Sulfate,Vitamins,35,8
2024-04-16,2024,4,1,16,16,Dry,Ferrous Sulfate,Vitamins,55,8
2024-04-23,2024,4,1,23,17,Dry,Ferrous Sulfate,Vitamins,49,8
2024-04-30,2024,4,1,30,18,Dry,Ferrous Sulfate,Vitamins,55,8
2024-05-06,2024,5,0,6,19,Dry,Ferrous Sulfate,Vitamins,54,8
2024-05-17,2024,5,4,17,20,Dry,Ferrous Sulfate,Vitamins,55,8
2024-05-27,2024,5,0,27,22,Dry,Ferrous Sulfate,Vitamins,59,8
2024-06-04,2024,6,1,4,23,Wet,Ferrous Sulfate,Vitamins,46,8
2024-06-10,2024,6,0,10,24,Wet,Ferrous Sulfate,Vitamins,56,8
2024-06-16,2024,6,6,16,24,Wet,Ferrous Sulfate,Vitamins,49,8
2024-06-25,2024,6,1,25,26,Wet,Ferrous Sulfate,Vitamins,76,8
2024-07-05,2024,7,4,5,27,Wet,Ferrous Sulfate,Vitamins,55,8
2024-07-12,2024,7,4,12,28,Wet,Ferrous Sulfate,Vitamins,54,8
2024-07-21,2024,7,6,21,29,Wet,Ferrous Sulfate,Vitamins,44,8
2024-07-31,2024,7,2,31,31,Wet,Ferrous Sulfate,Vitamins,41,8
2024-08-05,2024,8,0,5,32,Wet,Ferrous Sulfate,Vitamins,55,8
2024-08-11,2024,8,6,11,32,Wet,Ferrous Sulfate,Vitamins,56,8
2024-08-21,2024,8,2,21,34,Wet,Ferrous Sulfate,Vitamins,43,8
2024-08-27,2024,8,1,27,35,Wet,Ferrous Sulfate,Vitamins,51,8
2024-09-01,2024,9,6,1,35,Wet,Ferrous Sulfate,Vitamins,61,8
2024-09-08,2024,9,6,8,36,Wet,Ferrous Sulfate,Vitamins,61,8
2024-09-13,2024,9,4,13,37,Wet,Ferrous Sulfate,Vitamins,53,8
2024-09-19,2024,9,3,19,38,Wet,Ferrous Sulfate,Vitamins,61,8
2024-09-24,2024,9,1,24,39,Wet,Ferrous Sulfate,Vitamins,52,8
2024-10-01,2024,10,1,1,40,Wet,Ferrous Sulfate,Vitamins,71,8
2024-10-09,2024,10,2,9,41,Wet,Ferrous Sulfate,Vitamins,51,8
2024-10-14,2024,10,0,14,42,Wet,Ferrous Sulfate,Vitamins,55,8
2024-10-23,2024,10,2,23,43,Wet,Ferrous Sulfate,Vitamins,55,8
2024-10-30,2024,10,2,30,44,Wet,Ferrous Sulfate,Vitamins,47,8
2024-11-10,2024,11,6,10,45,Wet,Ferrous Sulfate,Vitamins,56,8
2024-11-17,2024,11,6,17,46,Wet,Ferrous Sulfate,Vitamins,46,8
2024-11-28,2024,11,3,28,48,Wet,Ferrous Sulfate,Vitamins,55,8
2024-12-08,2024,12,6,8,49,Dry,Ferrous Sulfate,Vitamins,53,8
2024-12-19,2024,12,3,19,51,Dry,Ferrous Sulfate,Vitamins,46,8
2024-12-26,2024,12,3,26,52,Dry,Ferrous Sulfate,Vitamins,39,8
2025-01-06,2025,1,0,6,2,Dry,Ferrous Sulfate,Vitamins,46,8
2025-01-15,2025,1,2,15,3,Dry,Ferrous Sulfate,Vitamins,37,8
