date,year,month,day_of_week,day_of_month,week_of_year,season,barangay_id,medicine_name,medicine_category,quantity_requested
2024-12-04,2024,12,2,4,49,Dry,BRGY095,Ferrous Sulfate,Vitamins,4
2024-12-25,2024,12,2,25,52,Dry,BRGY095,Ferrous Sulfate,Vitamins,3
2025-01-12,2025,1,6,12,2,Dry,BRGY095,Ferrous Sulfate,Vitamins,4
2025-02-02,2025,2,6,2,5,Dry,BRGY095,Ferrous Sulfate,Vitamins,3
2025-02-26,2025,2,2,26,9,Dry,BRGY095,Ferrous Sulfate,Vitamins,1
2025-03-19,2025,3,2,19,12,Dry,BRGY095,Ferrous Sulfate,Vitamins,5
2025-04-07,2025,4,0,7,15,Dry,BRGY095,Ferrous Sulfate,Vitamins,3
2025-04-26,2025,4,5,26,17,Dry,BRGY095,Ferrous Sulfate,Vitamins,3
2025-05-20,2025,5,1,20,21,Dry,BRGY095,Ferrous Sulfate,Vitamins,6
2025-06-11,2025,6,2,11,24,Wet,BRGY095,Ferrous Sulfate,Vitamins,6
2025-07-03,2025,7,3,3,27,Wet,BRGY095,Ferrous Sulfate,Vitamins,1
2025-07-26,2025,7,5,26,30,Wet,BRGY095,Ferrous Sulfate,Vitamins,1
2025-08-17,2025,8,6,17,33,Wet,BRGY095,Ferrous Sulfate,Vitamins,3
2025-09-08,2025,9,0,8,37,Wet,BRGY095,Ferrous Sulfate,Vitamins,3
2025-09-29,2025,9,0,29,40,Wet,BRGY095,Ferrous Sulfate,Vitamins,4
2025-10-22,2025,10,2,22,43,Wet,BRGY095,Ferrous Sulfate,Vitamins,3
2025-11-13,2025,11,3,13,46,Wet,BRGY095,Ferrous Sulfate,Vitamins,3
2025-12-06,2025,12,5,6,49,Dry,BRGY095,Ferrous Sulfate,Vitamins,3
2025-12-24,2025,12,2,24,52,Dry,BRGY095,Ferrous Sulfate,Vitamins,6
2026-01-13,2026,1,1,13,3,Dry,BRGY095,Ferrous Sulfate,Vitamins,4
2026-02-02,2026,2,0,2,6,Dry,BRGY095,Ferrous Sulfate,Vitamins,4
2026-02-21,2026,2,5,21,8,Dry,BRGY095,Ferrous Sulfate,Vitamins,4
2026-03-11,2026,3,2,11,11,Dry,BRGY095,Ferrous Sulfate,Vitamins,2
2026-03-29,2026,3,6,29,13,Dry,BRGY095,Ferrous Sulfate,Vitamins,2
2026-04-19,2026,4,6,19,16,Dry,BRGY095,Ferrous Sulfate,Vitamins,4
2026-05-11,2026,5,0,11,20,Dry,BRGY095,Ferrous Sulfate,Vitamins,3
2026-06-04,2026,6,3,4,23,Wet,BRGY095,Ferrous Sulfate,Vitamins,3
2026-06-27,2026,6,5,27,26,Wet,BRGY095,Ferrous Sulfate,Vitamins,2
2026-07-20,2026,7,0,20,30,Wet,BRGY095,Ferrous Sulfate,Vitamins,4
2026-08-11,2026,8,1,11,33,Wet,BRGY095,Ferrous Sulfate,Vitamins,4
2021-08-15,2021,8,6,15,32,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,2
2021-09-01,2021,9,2,1,35,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,2
2021-09-15,2021,9,2,15,37,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,5
2021-10-17,2021,10,6,17,41,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,3
2021-10-31,2021,10,6,31,43,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,3
2021-11-16,2021,11,1,16,46,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,5
2021-12-02,2021,12,3,2,48,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,4
2021-12-19,2021,12,6,19,50,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,6
2022-01-06,2022,1,3,6,1,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,5
2022-01-22,2022,1,5,22,3,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,4
2022-02-06,2022,2,6,6,5,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,4
2022-02-21,2022,2,0,21,8,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,2
2022-03-08,2022,3,1,8,10,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,6
2022-03-27,2022,3,6,27,12,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,8
2022-04-10,2022,4,6,10,14,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,5
2022-04-27,2022,4,2,27,17,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,8
2022-05-14,2022,5,5,14,19,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,7
2022-05-29,2022,5,6,29,21,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,11
2022-06-15,2022,6,2,15,24,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,4
2022-07-04,2022,7,0,4,27,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,5
2022-07-23,2022,7,5,23,29,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,5
2022-08-07,2022,8,6,7,31,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,2
2022-08-20,2022,8,5,20,33,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,4
2022-09-02,2022,9,4,2,35,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,2
2022-09-18,2022,9,6,18,37,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,3
2022-10-01,2022,10,5,1,39,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,2
2022-10-19,2022,10,2,19,42,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,1
2022-11-04,2022,11,4,4,44,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,1
2022-11-22,2022,11,1,22,47,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,2
2022-12-07,2022,12,2,7,49,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,2
2022-12-20,2022,12,1,20,51,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,3
2023-01-07,2023,1,5,7,1,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,1
2023-01-21,2023,1,5,21,3,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,4
2023-02-08,2023,2,2,8,6,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,3
2023-02-24,2023,2,4,24,8,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,3
2023-03-09,2023,3,3,9,10,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,4
2023-03-23,2023,3,3,23,12,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,3
2023-04-05,2023,4,2,5,14,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,6
2023-04-20,2023,4,3,20,16,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,5
2023-05-06,2023,5,5,6,18,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,4
2023-05-22,2023,5,0,22,21,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,3
2023-06-04,2023,6,6,4,22,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,1
2023-06-20,2023,6,1,20,25,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,4
2023-07-06,2023,7,3,6,27,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,4
2023-07-25,2023,7,1,25,30,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,4
2023-08-09,2023,8,2,9,32,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,3
2023-08-26,2023,8,5,26,34,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,2
2023-09-09,2023,9,5,9,36,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,2
2023-09-22,2023,9,4,22,38,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,1
2023-10-05,2023,10,3,5,40,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,6
2023-10-22,2023,10,6,22,42,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,3
2023-11-05,2023,11,6,5,44,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,1
2023-11-23,2023,11,3,23,47,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,5
2023-12-12,2023,12,1,12,50,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,4
2023-12-27,2023,12,2,27,52,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,5
2024-01-09,2024,1,1,9,2,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,4
2024-01-24,2024,1,2,24,4,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,2
2024-02-08,2024,2,3,8,6,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,4
2024-02-24,2024,2,5,24,8,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,4
2024-03-13,2024,3,2,13,11,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,7
2024-03-29,2024,3,4,29,13,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,3
2024-04-16,2024,4,1,16,16,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,7
2024-04-29,2024,4,0,29,18,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,6
2024-05-17,2024,5,4,17,20,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,4
2024-06-05,2024,6,2,5,23,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,4
2024-06-21,2024,6,4,21,25,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,3
2024-07-08,2024,7,0,8,28,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,4
2024-07-25,2024,7,3,25,30,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,3
2024-08-12,2024,8,0,12,33,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,3
2024-08-25,2024,8,6,25,34,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,3
2024-09-12,2024,9,3,12,37,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,5
2024-09-26,2024,9,3,26,39,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,3
2024-10-12,2024,10,5,12,41,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,2
2024-10-30,2024,10,2,30,44,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,6
2024-11-15,2024,11,4,15,46,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,4
2024-12-01,2024,12,6,1,48,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,4
2024-12-14,2024,12,5,14,50,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,4
2024-12-31,2024,12,1,31,1,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,1
2025-01-18,2025,1,5,18,3,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,5
2025-02-05,2025,2,2,5,6,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,3
2025-02-23,2025,2,6,23,8,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,6
2025-03-11,2025,3,1,11,11,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,6
2025-03-27,2025,3,3,27,13,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,5
2025-04-15,2025,4,1,15,16,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,1
2025-04-29,2025,4,1,29,18,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,4
2025-05-15,2025,5,3,15,20,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,6
2025-05-30,2025,5,4,30,22,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,6
2025-06-17,2025,6,1,17,25,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,6
2025-06-30,2025,6,0,30,27,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,6
2025-07-16,2025,7,2,16,29,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,3
2025-08-01,2025,8,4,1,31,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,5
2025-08-19,2025,8,1,19,34,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,6
2025-09-02,2025,9,1,2,36,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,1
2025-09-20,2025,9,5,20,38,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,2
2025-10-06,2025,10,0,6,41,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,5
2025-10-23,2025,10,3,23,43,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,1
2025-11-06,2025,11,3,6,45,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,3
2025-11-23,2025,11,6,23,47,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,4
2025-12-07,2025,12,6,7,49,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,5
2025-12-22,2025,12,0,22,52,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,3
2026-01-09,2026,1,4,9,2,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,1
2026-01-22,2026,1,3,22,4,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,5
2026-02-08,2026,2,6,8,6,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,2
2026-02-26,2026,2,3,26,9,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,3
2026-03-13,2026,3,4,13,11,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,5
2026-04-01,2026,4,2,1,14,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,6
2026-04-14,2026,4,1,14,16,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,6
2026-05-01,2026,5,4,1,18,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,3
2026-05-20,2026,5,2,20,21,Dry,BRGY095,ORS (Oral Rehydration Salts),Rehydration,4
2026-06-05,2026,6,4,5,23,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,3
2026-06-18,2026,6,3,18,25,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,3
2026-07-05,2026,7,6,5,27,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,3
2026-07-19,2026,7,6,19,29,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,3
2026-08-04,2026,8,1,4,32,Wet,BRGY095,ORS (Oral Rehydration Salts),Rehydration,3
2021-08-24,2021,8,1,24,34,Wet,BRGY095,Mefenamic Acid,Pain Reliever,4
2021-09-08,2021,9,2,8,36,Wet,BRGY095,Mefenamic Acid,Pain Reliever,4
2021-09-27,2021,9,0,27,39,Wet,BRGY095,Mefenamic Acid,Pain Reliever,4
2021-10-12,2021,10,1,12,41,Wet,BRGY095,Mefenamic Acid,Pain Reliever,1
2021-11-01,2021,11,0,1,44,Wet,BRGY095,Mefenamic Acid,Pain Reliever,5
2021-11-20,2021,11,5,20,46,Wet,BRGY095,Mefenamic Acid,Pain Reliever,2
2021-12-08,2021,12,2,8,49,Dry,BRGY095,Mefenamic Acid,Pain Reliever,3
2021-12-24,2021,12,4,24,51,Dry,BRGY095,Mefenamic Acid,Pain Reliever,2
2022-01-09,2022,1,6,9,1,Dry,BRGY095,Mefenamic Acid,Pain Reliever,6
2022-01-29,2022,1,5,29,4,Dry,BRGY095,Mefenamic Acid,Pain Reliever,3
2022-02-15,2022,2,1,15,7,Dry,BRGY095,Mefenamic Acid,Pain Reliever,3
2022-03-05,2022,3,5,5,9,Dry,BRGY095,Mefenamic Acid,Pain Reliever,3
2022-03-22,2022,3,1,22,12,Dry,BRGY095,Mefenamic Acid,Pain Reliever,2
2022-04-12,2022,4,1,12,15,Dry,BRGY095,Mefenamic Acid,Pain Reliever,3
2022-04-28,2022,4,3,28,17,Dry,BRGY095,Mefenamic Acid,Pain Reliever,4
2022-05-18,2022,5,2,18,20,Dry,BRGY095,Mefenamic Acid,Pain Reliever,4
2022-06-03,2022,6,4,3,22,Wet,BRGY095,Mefenamic Acid,Pain Reliever,3
2022-06-19,2022,6,6,19,24,Wet,BRGY095,Mefenamic Acid,Pain Reliever,2
2022-07-06,2022,7,2,6,27,Wet,BRGY095,Mefenamic Acid,Pain Reliever,4
2022-07-21,2022,7,3,21,29,Wet,BRGY095,Mefenamic Acid,Pain Reliever,3
2022-08-10,2022,8,2,10,32,Wet,BRGY095,Mefenamic Acid,Pain Reliever,4
2022-08-26,2022,8,4,26,34,Wet,BRGY095,Mefenamic Acid,Pain Reliever,3
2022-09-11,2022,9,6,11,36,Wet,BRGY095,Mefenamic Acid,Pain Reliever,4
2022-09-28,2022,9,2,28,39,Wet,BRGY095,Mefenamic Acid,Pain Reliever,3
2022-10-15,2022,10,5,15,41,Wet,BRGY095,Mefenamic Acid,Pain Reliever,4
2022-11-04,2022,11,4,4,44,Wet,BRGY095,Mefenamic Acid,Pain Reliever,3
2022-11-22,2022,11,1,22,47,Wet,BRGY095,Mefenamic Acid,Pain Reliever,3
2022-12-13,2022,12,1,13,50,Dry,BRGY095,Mefenamic Acid,Pain Reliever,1
2023-01-01,2023,1,6,1,52,Dry,BRGY095,Mefenamic Acid,Pain Reliever,7
2023-01-17,2023,1,1,17,3,Dry,BRGY095,Mefenamic Acid,Pain Reliever,4
2023-02-03,2023,2,4,3,5,Dry,BRGY095,Mefenamic Acid,Pain Reliever,3
2023-02-24,2023,2,4,24,8,Dry,BRGY095,Mefenamic Acid,Pain Reliever,1
2023-03-15,2023,3,2,15,11,Dry,BRGY095,Mefenamic Acid,Pain Reliever,2
2023-04-05,2023,4,2,5,14,Dry,BRGY095,Mefenamic Acid,Pain Reliever,1
2023-04-20,2023,4,3,20,16,Dry,BRGY095,Mefenamic Acid,Pain Reliever,4
2023-05-06,2023,5,5,6,18,Dry,BRGY095,Mefenamic Acid,Pain Reliever,3
2023-05-26,2023,5,4,26,21,Dry,BRGY095,Mefenamic Acid,Pain Reliever,4
2023-06-13,2023,6,1,13,24,Wet,BRGY095,Mefenamic Acid,Pain Reliever,3
2023-06-29,2023,6,3,29,26,Wet,BRGY095,Mefenamic Acid,Pain Reliever,4
2023-07-15,2023,7,5,15,28,Wet,BRGY095,Mefenamic Acid,Pain Reliever,2
2023-08-04,2023,8,4,4,31,Wet,BRGY095,Mefenamic Acid,Pain Reliever,1
2023-08-20,2023,8,6,20,33,Wet,BRGY095,Mefenamic Acid,Pain Reliever,6
2023-09-08,2023,9,4,8,36,Wet,BRGY095,Mefenamic Acid,Pain Reliever,4
2023-09-23,2023,9,5,23,38,Wet,BRGY095,Mefenamic Acid,Pain Reliever,4
2023-10-08,2023,10,6,8,40,Wet,BRGY095,Mefenamic Acid,Pain Reliever,1
2023-10-26,2023,10,3,26,43,Wet,BRGY095,Mefenamic Acid,Pain Reliever,8
2023-11-13,2023,11,0,13,46,Wet,BRGY095,Mefenamic Acid,Pain Reliever,1
2023-12-02,2023,12,5,2,48,Dry,BRGY095,Mefenamic Acid,Pain Reliever,2
2023-12-21,2023,12,3,21,51,Dry,BRGY095,Mefenamic Acid,Pain Reliever,6
2024-01-11,2024,1,3,11,2,Dry,BRGY095,Mefenamic Acid,Pain Reliever,3
2024-01-27,2024,1,5,27,4,Dry,BRGY095,Mefenamic Acid,Pain Reliever,1
2024-02-16,2024,2,4,16,7,Dry,BRGY095,Mefenamic Acid,Pain Reliever,3
2024-03-07,2024,3,3,7,10,Dry,BRGY095,Mefenamic Acid,Pain Reliever,2
2024-03-27,2024,3,2,27,13,Dry,BRGY095,Mefenamic Acid,Pain Reliever,4
2024-04-14,2024,4,6,14,15,Dry,BRGY095,Mefenamic Acid,Pain Reliever,3
2024-05-05,2024,5,6,5,18,Dry,BRGY095,Mefenamic Acid,Pain Reliever,3
2024-05-24,2024,5,4,24,21,Dry,BRGY095,Mefenamic Acid,Pain Reliever,5
2024-06-12,2024,6,2,12,24,Wet,BRGY095,Mefenamic Acid,Pain Reliever,3
2024-06-30,2024,6,6,30,26,Wet,BRGY095,Mefenamic Acid,Pain Reliever,4
2024-07-19,2024,7,4,19,29,Wet,BRGY095,Mefenamic Acid,Pain Reliever,3
2024-08-07,2024,8,2,7,32,Wet,BRGY095,Mefenamic Acid,Pain Reliever,6
2024-08-23,2024,8,4,23,34,Wet,BRGY095,Mefenamic Acid,Pain Reliever,3
2024-09-11,2024,9,2,11,37,Wet,BRGY095,Mefenamic Acid,Pain Reliever,1
2024-09-27,2024,9,4,27,39,Wet,BRGY095,Mefenamic Acid,Pain Reliever,3
2024-10-13,2024,10,6,13,41,Wet,BRGY095,Mefenamic Acid,Pain Reliever,1
2024-10-31,2024,10,3,31,44,Wet,BRGY095,Mefenamic Acid,Pain Reliever,2
2024-11-21,2024,11,3,21,47,Wet,BRGY095,Mefenamic Acid,Pain Reliever,3
2024-12-11,2024,12,2,11,50,Dry,BRGY095,Mefenamic Acid,Pain Reliever,3
2025-01-01,2025,1,2,1,1,Dry,BRGY095,Mefenamic Acid,Pain Reliever,1
2025-01-19,2025,1,6,19,3,Dry,BRGY095,Mefenamic Acid,Pain Reliever,4
2025-02-07,2025,2,4,7,6,Dry,BRGY095,Mefenamic Acid,Pain Reliever,3
2025-02-24,2025,2,0,24,9,Dry,BRGY095,Mefenamic Acid,Pain Reliever,4
2025-03-16,2025,3,6,16,11,Dry,BRGY095,Mefenamic Acid,Pain Reliever,1
2025-04-02,2025,4,2,2,14,Dry,BRGY095,Mefenamic Acid,Pain Reliever,4
2025-04-22,2025,4,1,22,17,Dry,BRGY095,Mefenamic Acid,Pain Reliever,6
2025-05-07,2025,5,2,7,19,Dry,BRGY095,Mefenamic Acid,Pain Reliever,4
2025-05-24,2025,5,5,24,21,Dry,BRGY095,Mefenamic Acid,Pain Reliever,5
2025-06-13,2025,6,4,13,24,Wet,BRGY095,Mefenamic Acid,Pain Reliever,4
2025-06-29,2025,6,6,29,26,Wet,BRGY095,Mefenamic Acid,Pain Reliever,2
2025-07-14,2025,7,0,14,29,Wet,BRGY095,Mefenamic Acid,Pain Reliever,4
2025-07-31,2025,7,3,31,31,Wet,BRGY095,Mefenamic Acid,Pain Reliever,4
2025-08-17,2025,8,6,17,33,Wet,BRGY095,Mefenamic Acid,Pain Reliever,3
2025-09-06,2025,9,5,6,36,Wet,BRGY095,Mefenamic Acid,Pain Reliever,4
2025-09-24,2025,9,2,24,39,Wet,BRGY095,Mefenamic Acid,Pain Reliever,3
2025-10-13,2025,10,0,13,42,Wet,BRGY095,Mefenamic Acid,Pain Reliever,3
2025-11-16,2025,11,6,16,46,Wet,BRGY095,Mefenamic Acid,Pain Reliever,6
2025-12-03,2025,12,2,3,49,Dry,BRGY095,Mefenamic Acid,Pain Reliever,4
2025-12-23,2025,12,1,23,52,Dry,BRGY095,Mefenamic Acid,Pain Reliever,2
2026-01-07,2026,1,2,7,2,Dry,BRGY095,Mefenamic Acid,Pain Reliever,5
2026-01-24,2026,1,5,24,4,Dry,BRGY095,Mefenamic Acid,Pain Reliever,3
2026-02-12,2026,2,3,12,7,Dry,BRGY095,Mefenamic Acid,Pain Reliever,1
2026-03-01,2026,3,6,1,9,Dry,BRGY095,Mefenamic Acid,Pain Reliever,2
2026-03-20,2026,3,4,20,12,Dry,BRGY095,Mefenamic Acid,Pain Reliever,3
2026-04-09,2026,4,3,9,15,Dry,BRGY095,Mefenamic Acid,Pain Reliever,4
2026-04-27,2026,4,0,27,18,Dry,BRGY095,Mefenamic Acid,Pain Reliever,3
2026-05-17,2026,5,6,17,20,Dry,BRGY095,Mefenamic Acid,Pain Reliever,1
2026-06-05,2026,6,4,5,23,Wet,BRGY095,Mefenamic Acid,Pain Reliever,4
2026-06-24,2026,6,2,24,26,Wet,BRGY095,Mefenamic Acid,Pain Reliever,3
2026-07-10,2026,7,4,10,28,Wet,BRGY095,Mefenamic Acid,Pain Reliever,3
2026-07-25,2026,7,5,25,30,Wet,BRGY095,Mefenamic Acid,Pain Reliever,3
2026-08-10,2026,8,0,10,33,Wet,BRGY095,Mefenamic Acid,Pain Reliever,5
2021-08-24,2021,8,1,24,34,Wet,BRGY095,Loperamide,Antidiarrheal,1
2021-09-07,2021,9,1,7,36,Wet,BRGY095,Loperamide,Antidiarrheal,3
2021-09-23,2021,9,3,23,38,Wet,BRGY095,Loperamide,Antidiarrheal,5
2021-10-03,2021,10,6,3,39,Wet,BRGY095,Loperamide,Antidiarrheal,3
2021-10-13,2021,10,2,13,41,Wet,BRGY095,Loperamide,Antidiarrheal,2
2021-10-25,2021,10,0,25,43,Wet,BRGY095,Loperamide,Antidiarrheal,8
2021-11-07,2021,11,6,7,44,Wet,BRGY095,Loperamide,Antidiarrheal,5
2021-11-20,2021,11,5,20,46,Wet,BRGY095,Loperamide,Antidiarrheal,3
2021-12-05,2021,12,6,5,48,Dry,BRGY095,Loperamide,Antidiarrheal,3
2021-12-15,2021,12,2,15,50,Dry,BRGY095,Loperamide,Antidiarrheal,1
2021-12-26,2021,12,6,26,51,Dry,BRGY095,Loperamide,Antidiarrheal,5
2022-01-09,2022,1,6,9,1,Dry,BRGY095,Loperamide,Antidiarrheal,3
2022-01-24,2022,1,0,24,4,Dry,BRGY095,Loperamide,Antidiarrheal,2
2022-02-04,2022,2,4,4,5,Dry,BRGY095,Loperamide,Antidiarrheal,2
2022-02-19,2022,2,5,19,7,Dry,BRGY095,Loperamide,Antidiarrheal,4
2022-03-06,2022,3,6,6,9,Dry,BRGY095,Loperamide,Antidiarrheal,5
2022-03-19,2022,3,5,19,11,Dry,BRGY095,Loperamide,Antidiarrheal,7
2022-04-04,2022,4,0,4,14,Dry,BRGY095,Loperamide,Antidiarrheal,6
2022-04-20,2022,4,2,20,16,Dry,BRGY095,Loperamide,Antidiarrheal,2
2022-05-06,2022,5,4,6,18,Dry,BRGY095,Loperamide,Antidiarrheal,6
2022-05-16,2022,5,0,16,20,Dry,BRGY095,Loperamide,Antidiarrheal,2
2022-05-27,2022,5,4,27,21,Dry,BRGY095,Loperamide,Antidiarrheal,9
2022-06-07,2022,6,1,7,23,Wet,BRGY095,Loperamide,Antidiarrheal,5
2022-06-22,2022,6,2,22,25,Wet,BRGY095,Loperamide,Antidiarrheal,3
2022-07-06,2022,7,2,6,27,Wet,BRGY095,Loperamide,Antidiarrheal,6
2022-07-22,2022,7,4,22,29,Wet,BRGY095,Loperamide,Antidiarrheal,4
2022-08-07,2022,8,6,7,31,Wet,BRGY095,Loperamide,Antidiarrheal,3
2022-08-21,2022,8,6,21,33,Wet,BRGY095,Loperamide,Antidiarrheal,1
2022-09-02,2022,9,4,2,35,Wet,BRGY095,Loperamide,Antidiarrheal,1
2022-09-17,2022,9,5,17,37,Wet,BRGY095,Loperamide,Antidiarrheal,5
2022-09-30,2022,9,4,30,39,Wet,BRGY095,Loperamide,Antidiarrheal,4
2022-10-10,2022,10,0,10,41,Wet,BRGY095,Loperamide,Antidiarrheal,1
2022-10-21,2022,10,4,21,42,Wet,BRGY095,Loperamide,Antidiarrheal,4
2022-11-03,2022,11,3,3,44,Wet,BRGY095,Loperamide,Antidiarrheal,5
2022-11-19,2022,11,5,19,46,Wet,BRGY095,Loperamide,Antidiarrheal,2
2022-12-04,2022,12,6,4,48,Dry,BRGY095,Loperamide,Antidiarrheal,3
2022-12-16,2022,12,4,16,50,Dry,BRGY095,Loperamide,Antidiarrheal,4
2022-12-26,2022,12,0,26,52,Dry,BRGY095,Loperamide,Antidiarrheal,2
2023-01-11,2023,1,2,11,2,Dry,BRGY095,Loperamide,Antidiarrheal,3
