date,year,month,day_of_week,day_of_month,week_of_year,season,medicine_name,medicine_category,quantity_dispensed
2023-03-29,2023,3,2,29,13,Dry,Metformin 500mg,Maintenance,4
2023-03-30,2023,3,3,30,13,Dry,Metformin 500mg,Maintenance,8
2023-03-31,2023,3,4,31,13,Dry,Metformin 500mg,Maintenance,6
2023-04-01,2023,4,5,1,13,Dry,Metformin 500mg,Maintenance,2
2023-04-02,2023,4,6,2,13,Dry,Metformin 500mg,Maintenance,1
2023-04-03,2023,4,0,3,14,Dry,Metformin 500mg,Maintenance,5
2023-04-04,2023,4,1,4,14,Dry,Metformin 500mg,Maintenance,8
2023-04-05,2023,4,2,5,14,Dry,Metformin 500mg,Maintenance,9
2023-04-06,2023,4,3,6,14,Dry,Metformin 500mg,Maintenance,6
2023-04-07,2023,4,4,7,14,Dry,Metformin 500mg,Maintenance,9
2023-04-08,2023,4,5,8,14,Dry,Metformin 500mg,Maintenance,3
2023-04-09,2023,4,6,9,14,Dry,Metformin 500mg,Maintenance,2
2023-04-10,2023,4,0,10,15,Dry,Metformin 500mg,Maintenance,8
2023-04-11,2023,4,1,11,15,Dry,Metformin 500mg,Maintenance,9
2023-04-12,2023,4,2,12,15,Dry,Metformin 500mg,Maintenance,8
2023-04-13,2023,4,3,13,15,Dry,Metformin 500mg,Maintenance,6
2023-04-14,2023,4,4,14,15,Dry,Metformin 500mg,Maintenance,3
2023-04-15,2023,4,5,15,15,Dry,Metformin 500mg,Maintenance,4
2023-04-17,2023,4,0,17,16,Dry,Metformin 500mg,Maintenance,6
2023-04-18,2023,4,1,18,16,Dry,Metformin 500mg,Maintenance,13
2023-04-19,2023,4,2,19,16,Dry,Metformin 500mg,Maintenance,8
2023-04-20,2023,4,3,20,16,Dry,Metformin 500mg,Maintenance,8
2023-04-21,2023,4,4,21,16,Dry,Metformin 500mg,Maintenance,5
2023-04-22,2023,4,5,22,16,Dry,Metformin 500mg,Maintenance,4
2023-04-23,2023,4,6,23,16,Dry,Metformin 500mg,Maintenance,4
2023-04-24,2023,4,0,24,17,Dry,Metformin 500mg,Maintenance,6
2023-04-25,2023,4,1,25,17,Dry,Metformin 500mg,Maintenance,4
2023-04-26,2023,4,2,26,17,Dry,Metformin 500mg,Maintenance,6
2023-04-28,2023,4,4,28,17,Dry,Metformin 500mg,Maintenance,1
2023-04-29,2023,4,5,29,17,Dry,Metformin 500mg,Maintenance,4
2023-05-01,2023,5,0,1,18,Dry,Metformin 500mg,Maintenance,4
2023-05-02,2023,5,1,2,18,Dry,Metformin 500mg,Maintenance,12
2023-05-03,2023,5,2,3,18,Dry,Metformin 500mg,Maintenance,6
2023-05-04,2023,5,3,4,18,Dry,Metformin 500mg,Maintenance,7
2023-05-05,2023,5,4,5,18,Dry,Metformin 500mg,Maintenance,12
2023-05-06,2023,5,5,6,18,Dry,Metformin 500mg,Maintenance,7
2023-05-07,2023,5,6,7,18,Dry,Metformin 500mg,Maintenance,2
2023-05-08,2023,5,0,8,19,Dry,Metformin 500mg,Maintenance,11
2023-05-09,2023,5,1,9,19,Dry,Metformin 500mg,Maintenance,7
2023-05-10,2023,5,2,10,19,Dry,Metformin 500mg,Maintenance,6
2023-05-11,2023,5,3,11,19,Dry,Metformin 500mg,Maintenance,5
2023-05-12,2023,5,4,12,19,Dry,Metformin 500mg,Maintenance,8
2023-05-13,2023,5,5,13,19,Dry,Metformin 500mg,Maintenance,2
2023-05-14,2023,5,6,14,19,Dry,Metformin 500mg,Maintenance,2
2023-05-15,2023,5,0,15,20,Dry,Metformin 500mg,Maintenance,3
2023-05-16,2023,5,1,16,20,Dry,Metformin 500mg,Maintenance,5
2023-05-17,2023,5,2,17,20,Dry,Metformin 500mg,Maintenance,8
2023-05-18,2023,5,3,18,20,Dry,Metformin 500mg,Maintenance,10
2023-05-19,2023,5,4,19,20,Dry,Metformin 500mg,Maintenance,6
2023-05-20,2023,5,5,20,20,Dry,Metformin 500mg,Maintenance,3
2023-05-21,2023,5,6,21,20,Dry,Metformin 500mg,Maintenance,1
2023-05-22,2023,5,0,22,21,Dry,Metformin 500mg,Maintenance,6
2023-05-23,2023,5,1,23,21,Dry,Metformin 500mg,Maintenance,7
2023-05-24,2023,5,2,24,21,Dry,Metformin 500mg,Maintenance,8
2023-05-25,2023,5,3,25,21,Dry,Metformin 500mg,Maintenance,5
2023-05-26,2023,5,4,26,21,Dry,Metformin 500mg,Maintenance,7
2023-05-27,2023,5,5,27,21,Dry,Metformin 500mg,Maintenance,7
2023-05-29,2023,5,0,29,22,Dry,Metformin 500mg,Maintenance,11
2023-05-30,2023,5,1,30,22,Dry,Metformin 500mg,Maintenance,4
2023-05-31,2023,5,2,31,22,Dry,Metformin 500mg,Maintenance,9
2023-06-01,2023,6,3,1,22,Wet,Metformin 500mg,Maintenance,5
2023-06-02,2023,6,4,2,22,Wet,Metformin 500mg,Maintenance,7
2023-06-03,2023,6,5,3,22,Wet,Metformin 500mg,Maintenance,1
2023-06-04,2023,6,6,4,22,Wet,Metformin 500mg,Maintenance,1
2023-06-05,2023,6,0,5,23,Wet,Metformin 500mg,Maintenance,10
2023-06-06,2023,6,1,6,23,Wet,Metformin 500mg,Maintenance,8
2023-06-07,2023,6,2,7,23,Wet,Metformin 500mg,Maintenance,3
2023-06-08,2023,6,3,8,23,Wet,Metformin 500mg,Maintenance,6
2023-06-09,2023,6,4,9,23,Wet,Metformin 500mg,Maintenance,2
2023-06-10,2023,6,5,10,23,Wet,Metformin 500mg,Maintenance,3
2023-06-11,2023,6,6,11,23,Wet,Metformin 500mg,Maintenance,2
2023-06-12,2023,6,0,12,24,Wet,Metformin 500mg,Maintenance,1
2023-06-13,2023,6,1,13,24,Wet,Metformin 500mg,Maintenance,9
2023-06-14,2023,6,2,14,24,Wet,Metformin 500mg,Maintenance,7
2023-06-15,2023,6,3,15,24,Wet,Metformin 500mg,Maintenance,7
2023-06-16,2023,6,4,16,24,Wet,Metformin 500mg,Maintenance,5
2023-06-17,2023,6,5,17,24,Wet,Metformin 500mg,Maintenance,5
2023-06-18,2023,6,6,18,24,Wet,Metformin 500mg,Maintenance,3
2023-06-19,2023,6,0,19,25,Wet,Metformin 500mg,Maintenance,6
2023-06-20,2023,6,1,20,25,Wet,Metformin 500mg,Maintenance,6
2023-06-21,2023,6,2,21,25,Wet,Metformin 500mg,Maintenance,3
2023-06-22,2023,6,3,22,25,Wet,Metformin 500mg,Maintenance,7
2023-06-23,2023,6,4,23,25,Wet,Metformin 500mg,Maintenance,11
2023-06-24,2023,6,5,24,25,Wet,Metformin 500mg,Maintenance,1
2023-06-26,2023,6,0,26,26,Wet,Metformin 500mg,Maintenance,5
2023-06-27,2023,6,1,27,26,Wet,Metformin 500mg,Maintenance,8
2023-06-28,2023,6,2,28,26,Wet,Metformin 500mg,Maintenance,9
2023-06-29,2023,6,3,29,26,Wet,Metformin 500mg,Maintenance,7
2023-06-30,2023,6,4,30,26,Wet,Metformin 500mg,Maintenance,9
2023-07-01,2023,7,5,1,26,Wet,Metformin 500mg,Maintenance,6
2023-07-02,2023,7,6,2,26,Wet,Metformin 500mg,Maintenance,3
2023-07-03,2023,7,0,3,27,Wet,Metformin 500mg,Maintenance,8
2023-07-04,2023,7,1,4,27,Wet,Metformin 500mg,Maintenance,10
2023-07-05,2023,7,2,5,27,Wet,Metformin 500mg,Maintenance,6
2023-07-06,2023,7,3,6,27,Wet,Metformin 500mg,Maintenance,4
2023-07-07,2023,7,4,7,27,Wet,Metformin 500mg,Maintenance,3
2023-07-08,2023,7,5,8,27,Wet,Metformin 500mg,Maintenance,4
2023-07-09,2023,7,6,9,27,Wet,Metformin 500mg,Maintenance,4
2023-07-10,2023,7,0,10,28,Wet,Metformin 500mg,Maintenance,4
2023-07-11,2023,7,1,11,28,Wet,Metformin 500mg,Maintenance,3
2023-07-12,2023,7,2,12,28,Wet,Metformin 500mg,Maintenance,8
2023-07-13,2023,7,3,13,28,Wet,Metformin 500mg,Maintenance,2
2023-07-14,2023,7,4,14,28,Wet,Metformin 500mg,Maintenance,11
2023-07-15,2023,7,5,15,28,Wet,Metformin 500mg,Maintenance,3
2023-07-16,2023,7,6,16,28,Wet,Metformin 500mg,Maintenance,2
2023-07-17,2023,7,0,17,29,Wet,Metformin 500mg,Maintenance,8
2023-07-18,2023,7,1,18,29,Wet,Metformin 500mg,Maintenance,9
2023-07-19,2023,7,2,19,29,Wet,Metformin 500mg,Maintenance,17
2023-07-20,2023,7,3,20,29,Wet,Metformin 500mg,Maintenance,10
2023-07-21,2023,7,4,21,29,Wet,Metformin 500mg,Maintenance,7
2023-07-22,2023,7,5,22,29,Wet,Metformin 500mg,Maintenance,6
2023-07-23,2023,7,6,23,29,Wet,Metformin 500mg,Maintenance,1
2023-07-24,2023,7,0,24,30,Wet,Metformin 500mg,Maintenance,4
2023-07-25,2023,7,1,25,30,Wet,Metformin 500mg,Maintenance,6
2023-07-26,2023,7,2,26,30,Wet,Metformin 500mg,Maintenance,9
2023-07-27,2023,7,3,27,30,Wet,Metformin 500mg,Maintenance,9
2023-07-28,2023,7,4,28,30,Wet,Metformin 500mg,Maintenance,3
2023-07-29,2023,7,5,29,30,Wet,Metformin 500mg,Maintenance,5
2023-07-30,2023,7,6,30,30,Wet,Metformin 500mg,Maintenance,2
2023-07-31,2023,7,0,31,31,Wet,Metformin 500mg,Maintenance,9
2023-08-01,2023,8,1,1,31,Wet,Metformin 500mg,Maintenance,6
2023-08-02,2023,8,2,2,31,Wet,Metformin 500mg,Maintenance,7
2023-08-03,2023,8,3,3,31,Wet,Metformin 500mg,Maintenance,8
2023-08-04,2023,8,4,4,31,Wet,Metformin 500mg,Maintenance,8
2023-08-05,2023,8,5,5,31,Wet,Metformin 500mg,Maintenance,4
2023-08-07,2023,8,0,7,32,Wet,Metformin 500mg,Maintenance,8
2023-08-08,2023,8,1,8,32,Wet,Metformin 500mg,Maintenance,5
2023-08-09,2023,8,2,9,32,Wet,Metformin 500mg,Maintenance,5
2023-08-10,2023,8,3,10,32,Wet,Metformin 500mg,Maintenance,7
2023-08-11,2023,8,4,11,32,Wet,Metformin 500mg,Maintenance,5
2023-08-12,2023,8,5,12,32,Wet,Metformin 500mg,Maintenance,3
2023-08-13,2023,8,6,13,32,Wet,Metformin 500mg,Maintenance,1
2023-08-14,2023,8,0,14,33,Wet,Metformin 500mg,Maintenance,1
2023-08-15,2023,8,1,15,33,Wet,Metformin 500mg,Maintenance,9
2023-08-16,2023,8,2,16,33,Wet,Metformin 500mg,Maintenance,7
2023-08-17,2023,8,3,17,33,Wet,Metformin 500mg,Maintenance,8
2023-08-18,2023,8,4,18,33,Wet,Metformin 500mg,Maintenance,5
2023-08-19,2023,8,5,19,33,Wet,Metformin 500mg,Maintenance,2
2023-08-20,2023,8,6,20,33,Wet,Metformin 500mg,Maintenance,2
2023-08-21,2023,8,0,21,34,Wet,Metformin 500mg,Maintenance,8
2023-08-22,2023,8,1,22,34,Wet,Metformin 500mg,Maintenance,11
2023-08-23,2023,8,2,23,34,Wet,Metformin 500mg,Maintenance,8
2023-08-24,2023,8,3,24,34,Wet,Metformin 500mg,Maintenance,6
2023-08-25,2023,8,4,25,34,Wet,Metformin 500mg,Maintenance,9
2023-08-26,2023,8,5,26,34,Wet,Metformin 500mg,Maintenance,5
2023-08-27,2023,8,6,27,34,Wet,Metformin 500mg,Maintenance,1
2023-08-28,2023,8,0,28,35,Wet,Metformin 500mg,Maintenance,5
2023-08-29,2023,8,1,29,35,Wet,Metformin 500mg,Maintenance,9
2023-08-30,2023,8,2,30,35,Wet,Metformin 500mg,Maintenance,9
2023-08-31,2023,8,3,31,35,Wet,Metformin 500mg,Maintenance,8
2023-09-01,2023,9,4,1,35,Wet,Metformin 500mg,Maintenance,10
2023-09-02,2023,9,5,2,35,Wet,Metformin 500mg,Maintenance,3
2023-09-03,2023,9,6,3,35,Wet,Metformin 500mg,Maintenance,3
2023-09-04,2023,9,0,4,36,Wet,Metformin 500mg,Maintenance,4
2023-09-05,2023,9,1,5,36,Wet,Metformin 500mg,Maintenance,4
2023-09-06,2023,9,2,6,36,Wet,Metformin 500mg,Maintenance,7
2023-09-07,2023,9,3,7,36,Wet,Metformin 500mg,Maintenance,8
2023-09-08,2023,9,4,8,36,Wet,Metformin 500mg,Maintenance,5
2023-09-09,2023,9,5,9,36,Wet,Metformin 500mg,Maintenance,4
2023-09-11,2023,9,0,11,37,Wet,Metformin 500mg,Maintenance,7
2023-09-12,2023,9,1,12,37,Wet,Metformin 500mg,Maintenance,5
2023-09-13,2023,9,2,13,37,Wet,Metformin 500mg,Maintenance,6
2023-09-14,2023,9,3,14,37,Wet,Metformin 500mg,Maintenance,8
2023-09-15,2023,9,4,15,37,Wet,Metformin 500mg,Maintenance,10
2023-09-16,2023,9,5,16,37,Wet,Metformin 500mg,Maintenance,5
2023-09-17,2023,9,6,17,37,Wet,Metformin 500mg,Maintenance,1
2023-09-18,2023,9,0,18,38,Wet,Metformin 500mg,Maintenance,4
2023-09-19,2023,9,1,19,38,Wet,Metformin 500mg,Maintenance,2
2023-09-20,2023,9,2,20,38,Wet,Metformin 500mg,Maintenance,12
2023-09-21,2023,9,3,21,38,Wet,Metformin 500mg,Maintenance,8
2023-09-22,2023,9,4,22,38,Wet,Metformin 500mg,Maintenance,5
2023-09-23,2023,9,5,23,38,Wet,Metformin 500mg,Maintenance,5
2023-09-24,2023,9,6,24,38,Wet,Metformin 500mg,Maintenance,3
2023-09-25,2023,9,0,25,39,Wet,Metformin 500mg,Maintenance,9
2023-09-26,2023,9,1,26,39,Wet,Metformin 500mg,Maintenance,12
2023-09-27,2023,9,2,27,39,Wet,Metformin 500mg,Maintenance,8
2023-09-28,2023,9,3,28,39,Wet,Metformin 500mg,Maintenance,5
2023-09-29,2023,9,4,29,39,Wet,Metformin 500mg,Maintenance,11
2023-09-30,2023,9,5,30,39,Wet,Metformin 500mg,Maintenance,3
2023-10-01,2023,10,6,1,39,Wet,Metformin 500mg,Maintenance,2
2023-10-02,2023,10,0,2,40,Wet,Metformin 500mg,Maintenance,7
2023-10-03,2023,10,1,3,40,Wet,Metformin 500mg,Maintenance,8
2023-10-04,2023,10,2,4,40,Wet,Metformin 500mg,Maintenance,8
2023-10-05,2023,10,3,5,40,Wet,Metformin 500mg,Maintenance,3
2023-10-06,2023,10,4,6,40,Wet,Metformin 500mg,Maintenance,8
2023-10-07,2023,10,5,7,40,Wet,Metformin 500mg,Maintenance,5
2023-10-08,2023,10,6,8,40,Wet,Metformin 500mg,Maintenance,1
2023-10-09,2023,10,0,9,41,Wet,Metformin 500mg,Maintenance,8
2023-10-10,2023,10,1,10,41,Wet,Metformin 500mg,Maintenance,11
2023-10-11,2023,10,2,11,41,Wet,Metformin 500mg,Maintenance,5
2023-10-12,2023,10,3,12,41,Wet,Metformin 500mg,Maintenance,7
2023-10-13,2023,10,4,13,41,Wet,Metformin 500mg,Maintenance,6
2023-10-14,2023,10,5,14,41,Wet,Metformin 500mg,Maintenance,5
2023-10-16,2023,10,0,16,42,Wet,Metformin 500mg,Maintenance,4
2023-10-17,2023,10,1,17,42,Wet,Metformin 500mg,Maintenance,11
2023-10-18,2023,10,2,18,42,Wet,Metformin 500mg,Maintenance,5
2023-10-19,2023,10,3,19,42,Wet,Metformin 500mg,Maintenance,6
2023-10-20,2023,10,4,20,42,Wet,Metformin 500mg,Maintenance,8
2023-10-21,2023,10,5,21,42,Wet,Metformin 500mg,Maintenance,3
2023-10-22,2023,10,6,22,42,Wet,Metformin 500mg,Maintenance,1
2023-10-23,2023,10,0,23,43,Wet,Metformin 500mg,Maintenance,8
2023-10-24,2023,10,1,24,43,Wet,Metformin 500mg,Maintenance,6
2023-10-25,2023,10,2,25,43,Wet,Metformin 500mg,Maintenance,6
2023-10-26,2023,10,3,26,43,Wet,Metformin 500mg,Maintenance,6
2023-10-27,2023,10,4,27,43,Wet,Metformin 500mg,Maintenance,10
2023-10-28,2023,10,5,28,43,Wet,Metformin 500mg,Maintenance,6
2023-10-30,2023,10,0,30,44,Wet,Metformin 500mg,Maintenance,5
2023-10-31,2023,10,1,31,44,Wet,Metformin 500mg,Maintenance,5
2023-11-01,2023,11,2,1,44,Wet,Metformin 500mg,Maintenance,9
2023-11-02,2023,11,3,2,44,Wet,Metformin 500mg,Maintenance,5
2023-11-03,2023,11,4,3,44,Wet,Metformin 500mg,Maintenance,10
2023-11-04,2023,11,5,4,44,Wet,Metformin 500mg,Maintenance,5
2023-11-05,2023,11,6,5,44,Wet,Metformin 500mg,Maintenance,1
2023-11-06,2023,11,0,6,45,Wet,Metformin 500mg,Maintenance,5
2023-11-07,2023,11,1,7,45,Wet,Metformin 500mg,Maintenance,8
2023-11-08,2023,11,2,8,45,Wet,Metformin 500mg,Maintenance,8
2023-11-09,2023,11,3,9,45,Wet,Metformin 500mg,Maintenance,8
2023-11-10,2023,11,4,10,45,Wet,Metformin 500mg,Maintenance,9
2023-11-11,2023,11,5,11,45,Wet,Metformin 500mg,Maintenance,5
2023-11-13,2023,11,0,13,46,Wet,Metformin 500mg,Maintenance,9
2023-11-14,2023,11,1,14,46,Wet,Metformin 500mg,Maintenance,7
2023-11-15,2023,11,2,15,46,Wet,Metformin 500mg,Maintenance,6
2023-11-16,2023,11,3,16,46,Wet,Metformin 500mg,Maintenance,2
2023-11-17,2023,11,4,17,46,Wet,Metformin 500mg,Maintenance,4
2023-11-18,2023,11,5,18,46,Wet,Metformin 500mg,Maintenance,7
2023-11-19,2023,11,6,19,46,Wet,Metformin 500mg,Maintenance,1
2023-11-20,2023,11,0,20,47,Wet,Metformin 500mg,Maintenance,8
2023-11-21,2023,11,1,21,47,Wet,Metformin 500mg,Maintenance,3
2023-11-22,2023,11,2,22,47,Wet,Metformin 500mg,Maintenance,8
2023-11-23,2023,11,3,23,47,Wet,Metformin 500mg,Maintenance,7
2023-11-24,2023,11,4,24,47,Wet,Metformin 500mg,Maintenance,5
2023-11-25,2023,11,5,25,47,Wet,Metformin 500mg,Maintenance,1
2023-11-27,2023,11,0,27,48,Wet,Metformin 500mg,Maintenance,9
2023-11-28,2023,11,1,28,48,Wet,Metformin 500mg,Maintenance,4
2023-11-29,2023,11,2,29,48,Wet,Metformin 500mg,Maintenance,4
2023-11-30,2023,11,3,30,48,Wet,Metformin 500mg,Maintenance,10
2023-12-01,2023,12,4,1,48,Dry,Metformin 500mg,Maintenance,8
2023-12-02,2023,12,5,2,48,Dry,Metformin 500mg,Maintenance,6
2023-12-03,2023,12,6,3,48,Dry,Metformin 500mg,Maintenance,1
2023-12-04,2023,12,0,4,49,Dry,Metformin 500mg,Maintenance,10
2023-12-05,2023,12,1,5,49,Dry,Metformin 500mg,Maintenance,8
2023-12-06,2023,12,2,6,49,Dry,Metformin 500mg,Maintenance,12
2023-12-07,2023,12,3,7,49,Dry,Metformin 500mg,Maintenance,8
2023-12-08,2023,12,4,8,49,Dry,Metformin 500mg,Maintenance,10
2023-12-09,2023,12,5,9,49,Dry,Metformin 500mg,Maintenance,2
2023-12-11,2023,12,0,11,50,Dry,Metformin 500mg,Maintenance,15
2023-12-12,2023,12,1,12,50,Dry,Metformin 500mg,Maintenance,14
2023-12-13,2023,12,2,13,50,Dry,Metformin 500mg,Maintenance,6
2023-12-14,2023,12,3,14,50,Dry,Metformin 500mg,Maintenance,4
2023-12-15,2023,12,4,15,50,Dry,Metformin 500mg,Maintenance,13
2023-12-16,2023,12,5,16,50,Dry,Metformin 500mg,Maintenance,2
2023-12-17,2023,12,6,17,50,Dry,Metformin 500mg,Maintenance,1
2023-12-18,2023,12,0,18,51,Dry,Metformin 500mg,Maintenance,10
2023-12-19,2023,12,1,19,51,Dry,Metformin 500mg,Maintenance,7
2023-12-20,2023,12,2,20,51,Dry,Metformin 500mg,Maintenance,6
2023-12-21,2023,12,3,21,51,Dry,Metformin 500mg,Maintenance,6
2023-12-22,2023,12,4,22,51,Dry,Metformin 500mg,Maintenance,8
2023-12-23,2023,12,5,23,51,Dry,Metformin 500mg,Maintenance,3
2023-12-24,2023,12,6,24,51,Dry,Metformin 500mg,Maintenance,1
2023-12-25,2023,12,0,25,52,Dry,Metformin 500mg,Maintenance,6
2023-12-26,2023,12,1,26,52,Dry,Metformin 500mg,Maintenance,9
2023-12-27,2023,12,2,27,52,Dry,Metformin 500mg,Maintenance,5
2023-12-28,2023,12,3,28,52,Dry,Metformin 500mg,Maintenance,7
2023-12-29,2023,12,4,29,52,Dry,Metformin 500mg,Maintenance,7
2023-12-30,2023,12,5,30,52,Dry,Metformin 500mg,Maintenance,6
2023-12-31,2023,12,6,31,52,Dry,Metformin 500mg,Maintenance,2
2024-01-01,2024,1,0,1,1,Dry,Metformin 500mg,Maintenance,6
2024-01-02,2024,1,1,2,1,Dry,Metformin 500mg,Maintenance,5
2024-01-03,2024,1,2,3,1,Dry,Metformin 500mg,Maintenance,1
2024-01-04,2024,1,3,4,1,Dry,Metformin 500mg,Maintenance,8
2024-01-05,2024,1,4,5,1,Dry,Metformin 500mg,Maintenance,3
2024-01-06,2024,1,5,6,1,Dry,Metformin 500mg,Maintenance,3
2024-01-07,2024,1,6,7,1,Dry,Metformin 500mg,Maintenance,1
2024-01-08,2024,1,0,8,2,Dry,Metformin 500mg,Maintenance,7
2024-01-09,2024,1,1,9,2,Dry,Metformin 500mg,Maintenance,8
2024-01-10,2024,1,2,10,2,Dry,Metformin 500mg,Maintenance,10
2024-01-11,2024,1,3,11,2,Dry,Metformin 500mg,Maintenance,4
2024-01-12,2024,1,4,12,2,Dry,Metformin 500mg,Maintenance,7
2024-01-13,2024,1,5,13,2,Dry,Metformin 500mg,Maintenance,2
2024-01-14,2024,1,6,14,2,Dry,Metformin 500mg,Maintenance,3
2024-01-15,2024,1,0,15,3,Dry,Metformin 500mg,Maintenance,8
2024-01-16,2024,1,1,16,3,Dry,Metformin 500mg,Maintenance,7
2024-01-17,2024,1,2,17,3,Dry,Metformin 500mg,Maintenance,4
2024-01-18,2024,1,3,18,3,Dry,Metformin 500mg,Maintenance,9
2024-01-19,2024,1,4,19,3,Dry,Metformin 500mg,Maintenance,10
2024-01-20,2024,1,5,20,3,Dry,Metformin 500mg,Maintenance,3
2024-01-21,2024,1,6,21,3,Dry,Metformin 500mg,Maintenance,1
2024-01-22,2024,1,0,22,4,Dry,Metformin 500mg,Maintenance,7
2024-01-23,2024,1,1,23,4,Dry,Metformin 500mg,Maintenance,6
2024-01-24,2024,1,2,24,4,Dry,Metformin 500mg,Maintenance,6
2024-01-25,2024,1,3,25,4,Dry,Metformin 500mg,Maintenance,3
2024-01-26,2024,1,4,26,4,Dry,Metformin 500mg,Maintenance,7
2024-01-27,2024,1,5,27,4,Dry,Metformin 500mg,Maintenance,6
2024-01-28,2024,1,6,28,4,Dry,Metformin 500mg,Maintenance,1
2024-01-29,2024,1,0,29,5,Dry,Metformin 500mg,Maintenance,3
2024-01-30,2024,1,1,30,5,Dry,Metformin 500mg,Maintenance,12
2024-01-31,2024,1,2,31,5,Dry,Metformin 500mg,Maintenance,11
2024-02-01,2024,2,3,1,5,Dry,Metformin 500mg,Maintenance,7
2024-02-02,2024,2,4,2,5,Dry,Metformin 500mg,Maintenance,7
2024-02-03,2024,2,5,3,5,Dry,Metformin 500mg,Maintenance,7
2024-02-04,2024,2,6,4,5,Dry,Metformin 500mg,Maintenance,3
2024-02-05,2024,2,0,5,6,Dry,Metformin 500mg,Maintenance,13
2024-02-06,2024,2,1,6,6,Dry,Metformin 500mg,Maintenance,7
2024-02-07,2024,2,2,7,6,Dry,Metformin 500mg,Maintenance,3
2024-02-08,2024,2,3,8,6,Dry,Metformin 500mg,Maintenance,8
2024-02-09,2024,2,4,9,6,Dry,Metformin 500mg,Maintenance,13
2024-02-10,2024,2,5,10,6,Dry,Metformin 500mg,Maintenance,6
2024-02-12,2024,2,0,12,7,Dry,Metformin 500mg,Maintenance,5
2024-02-13,2024,2,1,13,7,Dry,Metformin 500mg,Maintenance,9
2024-02-14,2024,2,2,14,7,Dry,Metformin 500mg,Maintenance,4
2024-02-15,2024,2,3,15,7,Dry,Metformin 500mg,Maintenance,4
2024-02-16,2024,2,4,16,7,Dry,Metformin 500mg,Maintenance,11
2024-02-17,2024,2,5,17,7,Dry,Metformin 500mg,Maintenance,4
2024-02-18,2024,2,6,18,7,Dry,Metformin 500mg,Maintenance,3
2024-02-19,2024,2,0,19,8,Dry,Metformin 500mg,Maintenance,9
2024-02-20,2024,2,1,20,8,Dry,Metformin 500mg,Maintenance,9
2024-02-21,2024,2,2,21,8,Dry,Metformin 500mg,Maintenance,4
2024-02-22,2024,2,3,22,8,Dry,Metformin 500mg,Maintenance,6
2024-02-23,2024,2,4,23,8,Dry,Metformin 500mg,Maintenance,8
2024-02-24,2024,2,5,24,8,Dry,Metformin 500mg,Maintenance,3
2024-02-26,2024,2,0,26,9,Dry,Metformin 500mg,Maintenance,3
2024-02-27,2024,2,1,27,9,Dry,Metformin 500mg,Maintenance,9
2024-02-28,2024,2,2,28,9,Dry,Metformin 500mg,Maintenance,7
2024-02-29,2024,2,3,29,9,Dry,Metformin 500mg,Maintenance,9
2024-03-01,2024,3,4,1,9,Dry,Metformin 500mg,Maintenance,9
2024-03-02,2024,3,5,2,9,Dry,Metformin 500mg,Maintenance,8
2024-03-03,2024,3,6,3,9,Dry,Metformin 500mg,Maintenance,2
2024-03-04,2024,3,0,4,10,Dry,Metformin 500mg,Maintenance,7
2024-03-05,2024,3,1,5,10,Dry,Metformin 500mg,Maintenance,12
2024-03-06,2024,3,2,6,10,Dry,Metformin 500mg,Maintenance,3
2024-03-07,2024,3,3,7,10,Dry,Metformin 500mg,Maintenance,7
2024-03-08,2024,3,4,8,10,Dry,Metformin 500mg,Maintenance,2
2024-03-09,2024,3,5,9,10,Dry,Metformin 500mg,Maintenance,5
2024-03-10,2024,3,6,10,10,Dry,Metformin 500mg,Maintenance,1
2024-03-11,2024,3,0,11,11,Dry,Metformin 500mg,Maintenance,3
2024-03-12,2024,3,1,12,11,Dry,Metformin 500mg,Maintenance,4
2024-03-13,2024,3,2,13,11,Dry,Metformin 500mg,Maintenance,11
2024-03-14,2024,3,3,14,11,Dry,Metformin 500mg,Maintenance,7
2024-03-15,2024,3,4,15,11,Dry,Metformin 500mg,Maintenance,3
2024-03-16,2024,3,5,16,11,Dry,Metformin 500mg,Maintenance,1
2024-03-17,2024,3,6,17,11,Dry,Metformin 500mg,Maintenance,2
2024-03-18,2024,3,0,18,12,Dry,Metformin 500mg,Maintenance,9
2024-03-19,2024,3,1,19,12,Dry,Metformin 500mg,Maintenance,3
2024-03-20,2024,3,2,20,12,Dry,Metformin 500mg,Maintenance,7
2024-03-21,2024,3,3,21,12,Dry,Metformin 500mg,Maintenance,9
2024-03-22,2024,3,4,22,12,Dry,Metformin 500mg,Maintenance,9
2024-03-23,2024,3,5,23,12,Dry,Metformin 500mg,Maintenance,6
2024-03-24,2024,3,6,24,12,Dry,Metformin 500mg,Maintenance,4
2024-03-25,2024,3,0,25,13,Dry,Metformin 500mg,Maintenance,3
2024-03-26,2024,3,1,26,13,Dry,Metformin 500mg,Maintenance,10
2024-03-27,2024,3,2,27,13,Dry,Metformin 500mg,Maintenance,2
2024-03-28,2024,3,3,28,13,Dry,Metformin 500mg,Maintenance,6
2024-03-29,2024,3,4,29,13,Dry,Metformin 500mg,Maintenance,1
2024-03-30,2024,3,5,30,13,Dry,Metformin 500mg,Maintenance,7
2024-03-31,2024,3,6,31,13,Dry,Metformin 500mg,Maintenance,1
2024-04-01,2024,4,0,1,14,Dry,Metformin 500mg,Maintenance,6
2024-04-02,2024,4,1,2,14,Dry,Metformin 500mg,Maintenance,4
